_id,AnnoA,SedeR,ResidenzaR,GruppoNOME,Isc
241,2010/2011,BASILICATA,CAMPANIA,Medico-Sanitario e Farmaceutico,83
242,2010/2011,BASILICATA,CAMPANIA,Politico-Sociale e Comunicazione,25
243,2010/2011,BASILICATA,CAMPANIA,Scientifico,78
244,2010/2011,BASILICATA,CAMPANIA,Scienze motorie e sportive,456
245,2010/2011,BASILICATA,LAZIO,Medico-Sanitario e Farmaceutico,12
246,2010/2011,BASILICATA,LOMBARDIA,Scienze motorie e sportive,5
247,2010/2011,BASILICATA,PUGLIA,Agrario-Forestale e Veterinario,76
248,2010/2011,BASILICATA,PUGLIA,Architettura e Ingegneria civile,262
249,2010/2011,BASILICATA,PUGLIA,Arte e Design,77
250,2010/2011,BASILICATA,PUGLIA,Economico,16
251,2010/2011,BASILICATA,PUGLIA,Educazione e Formazione,291
252,2010/2011,BASILICATA,PUGLIA,Informatica e Tecnologie ICT,7
253,2010/2011,BASILICATA,PUGLIA,Ingegneria industriale e dell'informazione,34
254,2010/2011,BASILICATA,PUGLIA,Letterario-Umanistico,5
255,2010/2011,BASILICATA,PUGLIA,Linguistico,8
256,2010/2011,BASILICATA,PUGLIA,Medico-Sanitario e Farmaceutico,34
257,2010/2011,BASILICATA,PUGLIA,Politico-Sociale e Comunicazione,16
258,2010/2011,BASILICATA,PUGLIA,Scientifico,32
259,2010/2011,CALABRIA,BASILICATA,Architettura e Ingegneria civile,22
260,2010/2011,CALABRIA,BASILICATA,Arte e Design,11
261,2010/2011,CALABRIA,BASILICATA,Economico,55
262,2010/2011,CALABRIA,BASILICATA,Educazione e Formazione,11
263,2010/2011,CALABRIA,BASILICATA,Giuridico,19
264,2010/2011,CALABRIA,BASILICATA,Ingegneria industriale e dell'informazione,36
265,2010/2011,CALABRIA,BASILICATA,Letterario-Umanistico,6
266,2010/2011,CALABRIA,BASILICATA,Linguistico,10
267,2010/2011,CALABRIA,BASILICATA,Medico-Sanitario e Farmaceutico,60
268,2010/2011,CALABRIA,BASILICATA,Politico-Sociale e Comunicazione,23
269,2010/2011,CALABRIA,BASILICATA,Scientifico,44
270,2010/2011,CALABRIA,CALABRIA,Agrario-Forestale e Veterinario,1177
271,2010/2011,CALABRIA,CALABRIA,Architettura e Ingegneria civile,6418
272,2010/2011,CALABRIA,CALABRIA,Arte e Design,1007
273,2010/2011,CALABRIA,CALABRIA,Economico,7480
274,2010/2011,CALABRIA,CALABRIA,Educazione e Formazione,2445
275,2010/2011,CALABRIA,CALABRIA,Giuridico,7829
276,2010/2011,CALABRIA,CALABRIA,Informatica e Tecnologie ICT,457
277,2010/2011,CALABRIA,CALABRIA,Ingegneria industriale e dell'informazione,5495
278,2010/2011,CALABRIA,CALABRIA,Letterario-Umanistico,1943
279,2010/2011,CALABRIA,CALABRIA,Linguistico,1475
280,2010/2011,CALABRIA,CALABRIA,Medico-Sanitario e Farmaceutico,7250
281,2010/2011,CALABRIA,CALABRIA,Politico-Sociale e Comunicazione,4226
282,2010/2011,CALABRIA,CALABRIA,Scientifico,5529
283,2010/2011,CALABRIA,CALABRIA,Scienze motorie e sportive,643
284,2010/2011,CALABRIA,CAMPANIA,Architettura e Ingegneria civile,35
285,2010/2011,CALABRIA,CAMPANIA,Arte e Design,9
286,2010/2011,CALABRIA,CAMPANIA,Economico,6
287,2010/2011,CALABRIA,CAMPANIA,Educazione e Formazione,8
288,2010/2011,CALABRIA,CAMPANIA,Giuridico,8
289,2010/2011,CALABRIA,CAMPANIA,Ingegneria industriale e dell'informazione,7
290,2010/2011,CALABRIA,CAMPANIA,Medico-Sanitario e Farmaceutico,18
291,2010/2011,CALABRIA,CAMPANIA,Politico-Sociale e Comunicazione,8
292,2010/2011,CALABRIA,CAMPANIA,Scientifico,5
293,2010/2011,CALABRIA,EMILIA ROMAGNA,Economico,6
294,2010/2011,CALABRIA,EMILIA ROMAGNA,Giuridico,7
295,2010/2011,CALABRIA,EMILIA ROMAGNA,Medico-Sanitario e Farmaceutico,6
296,2010/2011,CALABRIA,LAZIO,Architettura e Ingegneria civile,11
297,2010/2011,CALABRIA,LAZIO,Economico,10
298,2010/2011,CALABRIA,LAZIO,Giuridico,29
299,2010/2011,CALABRIA,LAZIO,Ingegneria industriale e dell'informazione,5
300,2010/2011,CALABRIA,LAZIO,Medico-Sanitario e Farmaceutico,18
301,2010/2011,CALABRIA,LAZIO,Politico-Sociale e Comunicazione,7
302,2010/2011,CALABRIA,LAZIO,Scientifico,7
303,2010/2011,CALABRIA,LOMBARDIA,Architettura e Ingegneria civile,19
304,2010/2011,CALABRIA,LOMBARDIA,Arte e Design,5
305,2010/2011,CALABRIA,LOMBARDIA,Economico,11
306,2010/2011,CALABRIA,LOMBARDIA,Giuridico,30
307,2010/2011,CALABRIA,LOMBARDIA,Ingegneria industriale e dell'informazione,8
308,2010/2011,CALABRIA,LOMBARDIA,Linguistico,5
309,2010/2011,CALABRIA,LOMBARDIA,Medico-Sanitario e Farmaceutico,13
310,2010/2011,CALABRIA,LOMBARDIA,Politico-Sociale e Comunicazione,7
311,2010/2011,CALABRIA,LOMBARDIA,Scientifico,5
312,2010/2011,CALABRIA,PIEMONTE,Architettura e Ingegneria civile,8
313,2010/2011,CALABRIA,PIEMONTE,Economico,8
314,2010/2011,CALABRIA,PIEMONTE,Giuridico,13
315,2010/2011,CALABRIA,PIEMONTE,Medico-Sanitario e Farmaceutico,16
316,2010/2011,CALABRIA,PUGLIA,Architettura e Ingegneria civile,8
317,2010/2011,CALABRIA,PUGLIA,Economico,5
318,2010/2011,CALABRIA,PUGLIA,Educazione e Formazione,8
319,2010/2011,CALABRIA,PUGLIA,Ingegneria industriale e dell'informazione,6
320,2010/2011,CALABRIA,PUGLIA,Medico-Sanitario e Farmaceutico,15
321,2010/2011,CALABRIA,PUGLIA,Scientifico,10
322,2010/2011,CALABRIA,REGIONE ESTERA,Architettura e Ingegneria civile,24
323,2010/2011,CALABRIA,REGIONE ESTERA,Economico,55
324,2010/2011,CALABRIA,REGIONE ESTERA,Educazione e Formazione,5
325,2010/2011,CALABRIA,REGIONE ESTERA,Giuridico,9
326,2010/2011,CALABRIA,REGIONE ESTERA,Ingegneria industriale e dell'informazione,8
327,2010/2011,CALABRIA,REGIONE ESTERA,Letterario-Umanistico,6
328,2010/2011,CALABRIA,REGIONE ESTERA,Linguistico,11
329,2010/2011,CALABRIA,REGIONE ESTERA,Medico-Sanitario e Farmaceutico,123
330,2010/2011,CALABRIA,REGIONE ESTERA,Politico-Sociale e Comunicazione,11
331,2010/2011,CALABRIA,REGIONE ESTERA,Scientifico,27
332,2010/2011,CALABRIA,SICILIA,Agrario-Forestale e Veterinario,45
333,2010/2011,CALABRIA,SICILIA,Architettura e Ingegneria civile,787
334,2010/2011,CALABRIA,SICILIA,Economico,7
335,2010/2011,CALABRIA,SICILIA,Educazione e Formazione,9
336,2010/2011,CALABRIA,SICILIA,Giuridico,55
337,2010/2011,CALABRIA,SICILIA,Ingegneria industriale e dell'informazione,22
338,2010/2011,CALABRIA,SICILIA,Letterario-Umanistico,5
339,2010/2011,CALABRIA,SICILIA,Linguistico,5
340,2010/2011,CALABRIA,SICILIA,Medico-Sanitario e Farmaceutico,67
341,2010/2011,CALABRIA,SICILIA,Politico-Sociale e Comunicazione,11
342,2010/2011,CALABRIA,SICILIA,Scientifico,40
343,2010/2011,CALABRIA,TOSCANA,Giuridico,6
344,2010/2011,CALABRIA,VENETO,Giuridico,5
345,2010/2011,CAMPANIA,ABRUZZO,Agrario-Forestale e Veterinario,7
346,2010/2011,CAMPANIA,ABRUZZO,Architettura e Ingegneria civile,19
347,2010/2011,CAMPANIA,ABRUZZO,Economico,35
348,2010/2011,CAMPANIA,ABRUZZO,Educazione e Formazione,13
349,2010/2011,CAMPANIA,ABRUZZO,Giuridico,94
350,2010/2011,CAMPANIA,ABRUZZO,Ingegneria industriale e dell'informazione,31
351,2010/2011,CAMPANIA,ABRUZZO,Letterario-Umanistico,15
352,2010/2011,CAMPANIA,ABRUZZO,Linguistico,11
353,2010/2011,CAMPANIA,ABRUZZO,Medico-Sanitario e Farmaceutico,18
354,2010/2011,CAMPANIA,ABRUZZO,Politico-Sociale e Comunicazione,22
355,2010/2011,CAMPANIA,ABRUZZO,Scientifico,35
356,2010/2011,CAMPANIA,BASILICATA,Agrario-Forestale e Veterinario,23
357,2010/2011,CAMPANIA,BASILICATA,Architettura e Ingegneria civile,138
358,2010/2011,CAMPANIA,BASILICATA,Arte e Design,76
359,2010/2011,CAMPANIA,BASILICATA,Economico,328
360,2010/2011,CAMPANIA,BASILICATA,Educazione e Formazione,253
361,2010/2011,CAMPANIA,BASILICATA,Giuridico,603
362,2010/2011,CAMPANIA,BASILICATA,Informatica e Tecnologie ICT,42
363,2010/2011,CAMPANIA,BASILICATA,Ingegneria industriale e dell'informazione,204
364,2010/2011,CAMPANIA,BASILICATA,Letterario-Umanistico,123
365,2010/2011,CAMPANIA,BASILICATA,Linguistico,129
366,2010/2011,CAMPANIA,BASILICATA,Medico-Sanitario e Farmaceutico,195
367,2010/2011,CAMPANIA,BASILICATA,Politico-Sociale e Comunicazione,265
368,2010/2011,CAMPANIA,BASILICATA,Psicologico,17
369,2010/2011,CAMPANIA,BASILICATA,Scientifico,151
370,2010/2011,CAMPANIA,BASILICATA,Scienze motorie e sportive,109
371,2010/2011,CAMPANIA,CALABRIA,Agrario-Forestale e Veterinario,25
372,2010/2011,CAMPANIA,CALABRIA,Architettura e Ingegneria civile,61
373,2010/2011,CAMPANIA,CALABRIA,Arte e Design,31
374,2010/2011,CAMPANIA,CALABRIA,Economico,97
375,2010/2011,CAMPANIA,CALABRIA,Educazione e Formazione,96
376,2010/2011,CAMPANIA,CALABRIA,Giuridico,451
377,2010/2011,CAMPANIA,CALABRIA,Informatica e Tecnologie ICT,33
378,2010/2011,CAMPANIA,CALABRIA,Ingegneria industriale e dell'informazione,83
379,2010/2011,CAMPANIA,CALABRIA,Letterario-Umanistico,56
380,2010/2011,CAMPANIA,CALABRIA,Linguistico,127
381,2010/2011,CAMPANIA,CALABRIA,Medico-Sanitario e Farmaceutico,90
382,2010/2011,CAMPANIA,CALABRIA,Politico-Sociale e Comunicazione,107
383,2010/2011,CAMPANIA,CALABRIA,Psicologico,24
384,2010/2011,CAMPANIA,CALABRIA,Scientifico,110
385,2010/2011,CAMPANIA,CALABRIA,Scienze motorie e sportive,15
386,2010/2011,CAMPANIA,CAMPANIA,Agrario-Forestale e Veterinario,3017
387,2010/2011,CAMPANIA,CAMPANIA,Architettura e Ingegneria civile,13136
388,2010/2011,CAMPANIA,CAMPANIA,Arte e Design,6186
389,2010/2011,CAMPANIA,CAMPANIA,Economico,28281
390,2010/2011,CAMPANIA,CAMPANIA,Educazione e Formazione,10418
391,2010/2011,CAMPANIA,CAMPANIA,Giuridico,32158
392,2010/2011,CAMPANIA,CAMPANIA,Informatica e Tecnologie ICT,3478
393,2010/2011,CAMPANIA,CAMPANIA,Ingegneria industriale e dell'informazione,18497
394,2010/2011,CAMPANIA,CAMPANIA,Letterario-Umanistico,8080
395,2010/2011,CAMPANIA,CAMPANIA,Linguistico,10439
396,2010/2011,CAMPANIA,CAMPANIA,Medico-Sanitario e Farmaceutico,18730
397,2010/2011,CAMPANIA,CAMPANIA,Politico-Sociale e Comunicazione,14323
398,2010/2011,CAMPANIA,CAMPANIA,Psicologico,4734
399,2010/2011,CAMPANIA,CAMPANIA,Scientifico,20143
400,2010/2011,CAMPANIA,CAMPANIA,Scienze motorie e sportive,1970
401,2010/2011,CAMPANIA,EMILIA ROMAGNA,Architettura e Ingegneria civile,7
402,2010/2011,CAMPANIA,EMILIA ROMAGNA,Arte e Design,8
403,2010/2011,CAMPANIA,EMILIA ROMAGNA,Economico,41
404,2010/2011,CAMPANIA,EMILIA ROMAGNA,Educazione e Formazione,51
405,2010/2011,CAMPANIA,EMILIA ROMAGNA,Giuridico,174
406,2010/2011,CAMPANIA,EMILIA ROMAGNA,Informatica e Tecnologie ICT,6
407,2010/2011,CAMPANIA,EMILIA ROMAGNA,Ingegneria industriale e dell'informazione,27
408,2010/2011,CAMPANIA,EMILIA ROMAGNA,Letterario-Umanistico,17
409,2010/2011,CAMPANIA,EMILIA ROMAGNA,Linguistico,34
410,2010/2011,CAMPANIA,EMILIA ROMAGNA,Medico-Sanitario e Farmaceutico,13
411,2010/2011,CAMPANIA,EMILIA ROMAGNA,Politico-Sociale e Comunicazione,50
412,2010/2011,CAMPANIA,EMILIA ROMAGNA,Psicologico,6
413,2010/2011,CAMPANIA,EMILIA ROMAGNA,Scientifico,24
414,2010/2011,CAMPANIA,FRIULI VENEZIA GIULIA,Economico,10
415,2010/2011,CAMPANIA,FRIULI VENEZIA GIULIA,Educazione e Formazione,11
416,2010/2011,CAMPANIA,FRIULI VENEZIA GIULIA,Giuridico,76
417,2010/2011,CAMPANIA,FRIULI VENEZIA GIULIA,Ingegneria industriale e dell'informazione,6
418,2010/2011,CAMPANIA,FRIULI VENEZIA GIULIA,Letterario-Umanistico,7
419,2010/2011,CAMPANIA,FRIULI VENEZIA GIULIA,Medico-Sanitario e Farmaceutico,9
420,2010/2011,CAMPANIA,FRIULI VENEZIA GIULIA,Politico-Sociale e Comunicazione,6
421,2010/2011,CAMPANIA,FRIULI VENEZIA GIULIA,Scientifico,13
422,2010/2011,CAMPANIA,LAZIO,Agrario-Forestale e Veterinario,83
423,2010/2011,CAMPANIA,LAZIO,Architettura e Ingegneria civile,138
424,2010/2011,CAMPANIA,LAZIO,Arte e Design,69
425,2010/2011,CAMPANIA,LAZIO,Economico,184
426,2010/2011,CAMPANIA,LAZIO,Educazione e Formazione,193
427,2010/2011,CAMPANIA,LAZIO,Giuridico,873
428,2010/2011,CAMPANIA,LAZIO,Informatica e Tecnologie ICT,55
429,2010/2011,CAMPANIA,LAZIO,Ingegneria industriale e dell'informazione,204
430,2010/2011,CAMPANIA,LAZIO,Letterario-Umanistico,87
431,2010/2011,CAMPANIA,LAZIO,Linguistico,167
432,2010/2011,CAMPANIA,LAZIO,Medico-Sanitario e Farmaceutico,136
433,2010/2011,CAMPANIA,LAZIO,Politico-Sociale e Comunicazione,250
434,2010/2011,CAMPANIA,LAZIO,Psicologico,36
435,2010/2011,CAMPANIA,LAZIO,Scientifico,269
436,2010/2011,CAMPANIA,LAZIO,Scienze motorie e sportive,20
437,2010/2011,CAMPANIA,LIGURIA,Economico,5
438,2010/2011,CAMPANIA,LIGURIA,Educazione e Formazione,18
439,2010/2011,CAMPANIA,LIGURIA,Giuridico,69
440,2010/2011,CAMPANIA,LIGURIA,Letterario-Umanistico,5
441,2010/2011,CAMPANIA,LIGURIA,Medico-Sanitario e Farmaceutico,5
442,2010/2011,CAMPANIA,LIGURIA,Politico-Sociale e Comunicazione,8
443,2010/2011,CAMPANIA,LIGURIA,Scientifico,7
444,2010/2011,CAMPANIA,LOMBARDIA,Architettura e Ingegneria civile,23
445,2010/2011,CAMPANIA,LOMBARDIA,Arte e Design,17
446,2010/2011,CAMPANIA,LOMBARDIA,Economico,103
447,2010/2011,CAMPANIA,LOMBARDIA,Educazione e Formazione,60
448,2010/2011,CAMPANIA,LOMBARDIA,Giuridico,300
449,2010/2011,CAMPANIA,LOMBARDIA,Informatica e Tecnologie ICT,18
450,2010/2011,CAMPANIA,LOMBARDIA,Ingegneria industriale e dell'informazione,47
451,2010/2011,CAMPANIA,LOMBARDIA,Letterario-Umanistico,26
452,2010/2011,CAMPANIA,LOMBARDIA,Linguistico,39
453,2010/2011,CAMPANIA,LOMBARDIA,Medico-Sanitario e Farmaceutico,32
454,2010/2011,CAMPANIA,LOMBARDIA,Politico-Sociale e Comunicazione,54
455,2010/2011,CAMPANIA,LOMBARDIA,Psicologico,13
456,2010/2011,CAMPANIA,LOMBARDIA,Scientifico,48
457,2010/2011,CAMPANIA,LOMBARDIA,Scienze motorie e sportive,17
458,2010/2011,CAMPANIA,MARCHE,Architettura e Ingegneria civile,5
459,2010/2011,CAMPANIA,MARCHE,Economico,7
460,2010/2011,CAMPANIA,MARCHE,Educazione e Formazione,5
461,2010/2011,CAMPANIA,MARCHE,Giuridico,48
462,2010/2011,CAMPANIA,MARCHE,Ingegneria industriale e dell'informazione,5
463,2010/2011,CAMPANIA,MARCHE,Linguistico,10
464,2010/2011,CAMPANIA,MARCHE,Medico-Sanitario e Farmaceutico,7
465,2010/2011,CAMPANIA,MARCHE,Politico-Sociale e Comunicazione,6
466,2010/2011,CAMPANIA,MARCHE,Psicologico,6
467,2010/2011,CAMPANIA,MARCHE,Scientifico,6
468,2010/2011,CAMPANIA,MOLISE,Agrario-Forestale e Veterinario,13
469,2010/2011,CAMPANIA,MOLISE,Architettura e Ingegneria civile,56
470,2010/2011,CAMPANIA,MOLISE,Arte e Design,13
471,2010/2011,CAMPANIA,MOLISE,Economico,27
472,2010/2011,CAMPANIA,MOLISE,Educazione e Formazione,11
473,2010/2011,CAMPANIA,MOLISE,Giuridico,88
474,2010/2011,CAMPANIA,MOLISE,Informatica e Tecnologie ICT,12
475,2010/2011,CAMPANIA,MOLISE,Ingegneria industriale e dell'informazione,94
476,2010/2011,CAMPANIA,MOLISE,Letterario-Umanistico,19
477,2010/2011,CAMPANIA,MOLISE,Linguistico,30
478,2010/2011,CAMPANIA,MOLISE,Medico-Sanitario e Farmaceutico,33
479,2010/2011,CAMPANIA,MOLISE,Politico-Sociale e Comunicazione,22
480,2010/2011,CAMPANIA,MOLISE,Psicologico,9
481,2010/2011,CAMPANIA,MOLISE,Scientifico,67
482,2010/2011,CAMPANIA,PIEMONTE,Economico,20
483,2010/2011,CAMPANIA,PIEMONTE,Educazione e Formazione,109
484,2010/2011,CAMPANIA,PIEMONTE,Giuridico,164
485,2010/2011,CAMPANIA,PIEMONTE,Ingegneria industriale e dell'informazione,9
486,2010/2011,CAMPANIA,PIEMONTE,Letterario-Umanistico,11
487,2010/2011,CAMPANIA,PIEMONTE,Linguistico,10
488,2010/2011,CAMPANIA,PIEMONTE,Medico-Sanitario e Farmaceutico,14
489,2010/2011,CAMPANIA,PIEMONTE,Politico-Sociale e Comunicazione,22
490,2010/2011,CAMPANIA,PIEMONTE,Scientifico,18
491,2010/2011,CAMPANIA,Provincia autonoma di Bolzano,Giuridico,25
492,2010/2011,CAMPANIA,Provincia autonoma di TRENTO,Economico,9
493,2010/2011,CAMPANIA,Provincia autonoma di TRENTO,Educazione e Formazione,8
494,2010/2011,CAMPANIA,Provincia autonoma di TRENTO,Giuridico,20
495,2010/2011,CAMPANIA,PUGLIA,Agrario-Forestale e Veterinario,10
496,2010/2011,CAMPANIA,PUGLIA,Architettura e Ingegneria civile,68
497,2010/2011,CAMPANIA,PUGLIA,Arte e Design,20
498,2010/2011,CAMPANIA,PUGLIA,Economico,43
499,2010/2011,CAMPANIA,PUGLIA,Educazione e Formazione,147
500,2010/2011,CAMPANIA,PUGLIA,Giuridico,366
501,2010/2011,CAMPANIA,PUGLIA,Informatica e Tecnologie ICT,12
502,2010/2011,CAMPANIA,PUGLIA,Ingegneria industriale e dell'informazione,119
503,2010/2011,CAMPANIA,PUGLIA,Letterario-Umanistico,32
504,2010/2011,CAMPANIA,PUGLIA,Linguistico,142
505,2010/2011,CAMPANIA,PUGLIA,Medico-Sanitario e Farmaceutico,46
506,2010/2011,CAMPANIA,PUGLIA,Politico-Sociale e Comunicazione,124
507,2010/2011,CAMPANIA,PUGLIA,Psicologico,17
508,2010/2011,CAMPANIA,PUGLIA,Scientifico,107
509,2010/2011,CAMPANIA,PUGLIA,Scienze motorie e sportive,13
510,2010/2011,CAMPANIA,REGIONE ESTERA,Agrario-Forestale e Veterinario,6
511,2010/2011,CAMPANIA,REGIONE ESTERA,Architettura e Ingegneria civile,14
512,2010/2011,CAMPANIA,REGIONE ESTERA,Arte e Design,5
513,2010/2011,CAMPANIA,REGIONE ESTERA,Economico,36
514,2010/2011,CAMPANIA,REGIONE ESTERA,Giuridico,13
515,2010/2011,CAMPANIA,REGIONE ESTERA,Informatica e Tecnologie ICT,7
516,2010/2011,CAMPANIA,REGIONE ESTERA,Ingegneria industriale e dell'informazione,16
517,2010/2011,CAMPANIA,REGIONE ESTERA,Letterario-Umanistico,11
518,2010/2011,CAMPANIA,REGIONE ESTERA,Linguistico,44
519,2010/2011,CAMPANIA,REGIONE ESTERA,Medico-Sanitario e Farmaceutico,68
520,2010/2011,CAMPANIA,REGIONE ESTERA,Politico-Sociale e Comunicazione,20
521,2010/2011,CAMPANIA,REGIONE ESTERA,Scientifico,9
522,2010/2011,CAMPANIA,SARDEGNA,Arte e Design,5
523,2010/2011,CAMPANIA,SARDEGNA,Economico,7
524,2010/2011,CAMPANIA,SARDEGNA,Educazione e Formazione,11
525,2010/2011,CAMPANIA,SARDEGNA,Giuridico,78
526,2010/2011,CAMPANIA,SARDEGNA,Letterario-Umanistico,6
527,2010/2011,CAMPANIA,SARDEGNA,Linguistico,17
528,2010/2011,CAMPANIA,SARDEGNA,Politico-Sociale e Comunicazione,19
529,2010/2011,CAMPANIA,SARDEGNA,Scientifico,15
530,2010/2011,CAMPANIA,SICILIA,Agrario-Forestale e Veterinario,5
531,2010/2011,CAMPANIA,SICILIA,Architettura e Ingegneria civile,11
532,2010/2011,CAMPANIA,SICILIA,Arte e Design,6
533,2010/2011,CAMPANIA,SICILIA,Economico,15
534,2010/2011,CAMPANIA,SICILIA,Educazione e Formazione,186
535,2010/2011,CAMPANIA,SICILIA,Giuridico,434
536,2010/2011,CAMPANIA,SICILIA,Ingegneria industriale e dell'informazione,21
537,2010/2011,CAMPANIA,SICILIA,Letterario-Umanistico,16
538,2010/2011,CAMPANIA,SICILIA,Linguistico,100
539,2010/2011,CAMPANIA,SICILIA,Medico-Sanitario e Farmaceutico,21
540,2010/2011,CAMPANIA,SICILIA,Politico-Sociale e Comunicazione,52
541,2010/2011,CAMPANIA,SICILIA,Scientifico,30
542,2010/2011,CAMPANIA,TOSCANA,Architettura e Ingegneria civile,19
543,2010/2011,CAMPANIA,TOSCANA,Arte e Design,8
544,2010/2011,CAMPANIA,TOSCANA,Economico,30
545,2010/2011,CAMPANIA,TOSCANA,Educazione e Formazione,32
546,2010/2011,CAMPANIA,TOSCANA,Giuridico,183
547,2010/2011,CAMPANIA,TOSCANA,Informatica e Tecnologie ICT,6
548,2010/2011,CAMPANIA,TOSCANA,Ingegneria industriale e dell'informazione,25
549,2010/2011,CAMPANIA,TOSCANA,Letterario-Umanistico,16
550,2010/2011,CAMPANIA,TOSCANA,Linguistico,33
551,2010/2011,CAMPANIA,TOSCANA,Medico-Sanitario e Farmaceutico,19
552,2010/2011,CAMPANIA,TOSCANA,Politico-Sociale e Comunicazione,47
553,2010/2011,CAMPANIA,TOSCANA,Psicologico,9
554,2010/2011,CAMPANIA,TOSCANA,Scientifico,30
555,2010/2011,CAMPANIA,UMBRIA,Economico,9
556,2010/2011,CAMPANIA,UMBRIA,Educazione e Formazione,14
557,2010/2011,CAMPANIA,UMBRIA,Giuridico,41
558,2010/2011,CAMPANIA,UMBRIA,Ingegneria industriale e dell'informazione,5
559,2010/2011,CAMPANIA,UMBRIA,Medico-Sanitario e Farmaceutico,7
560,2010/2011,CAMPANIA,UMBRIA,Politico-Sociale e Comunicazione,9
561,2010/2011,CAMPANIA,UMBRIA,Psicologico,5
562,2010/2011,CAMPANIA,VALLE D'AOSTA,Giuridico,8
563,2010/2011,CAMPANIA,VENETO,Architettura e Ingegneria civile,5
564,2010/2011,CAMPANIA,VENETO,Economico,17
565,2010/2011,CAMPANIA,VENETO,Educazione e Formazione,30
566,2010/2011,CAMPANIA,VENETO,Giuridico,147
567,2010/2011,CAMPANIA,VENETO,Ingegneria industriale e dell'informazione,11
568,2010/2011,CAMPANIA,VENETO,Letterario-Umanistico,10
569,2010/2011,CAMPANIA,VENETO,Linguistico,8
570,2010/2011,CAMPANIA,VENETO,Medico-Sanitario e Farmaceutico,10
571,2010/2011,CAMPANIA,VENETO,Politico-Sociale e Comunicazione,21
572,2010/2011,CAMPANIA,VENETO,Psicologico,7
573,2010/2011,CAMPANIA,VENETO,Scientifico,24
574,2010/2011,EMILIA ROMAGNA,ABRUZZO,Agrario-Forestale e Veterinario,62
575,2010/2011,EMILIA ROMAGNA,ABRUZZO,Architettura e Ingegneria civile,175
576,2010/2011,EMILIA ROMAGNA,ABRUZZO,Arte e Design,107
577,2010/2011,EMILIA ROMAGNA,ABRUZZO,Economico,279
578,2010/2011,EMILIA ROMAGNA,ABRUZZO,Educazione e Formazione,80
579,2010/2011,EMILIA ROMAGNA,ABRUZZO,Giuridico,394
580,2010/2011,EMILIA ROMAGNA,ABRUZZO,Informatica e Tecnologie ICT,42
581,2010/2011,EMILIA ROMAGNA,ABRUZZO,Ingegneria industriale e dell'informazione,496
582,2010/2011,EMILIA ROMAGNA,ABRUZZO,Letterario-Umanistico,159
583,2010/2011,EMILIA ROMAGNA,ABRUZZO,Linguistico,109
584,2010/2011,EMILIA ROMAGNA,ABRUZZO,Medico-Sanitario e Farmaceutico,232
585,2010/2011,EMILIA ROMAGNA,ABRUZZO,Politico-Sociale e Comunicazione,243
586,2010/2011,EMILIA ROMAGNA,ABRUZZO,Psicologico,39
587,2010/2011,EMILIA ROMAGNA,ABRUZZO,Scientifico,296
588,2010/2011,EMILIA ROMAGNA,ABRUZZO,Scienze motorie e sportive,10
589,2010/2011,EMILIA ROMAGNA,BASILICATA,Agrario-Forestale e Veterinario,50
590,2010/2011,EMILIA ROMAGNA,BASILICATA,Architettura e Ingegneria civile,63
591,2010/2011,EMILIA ROMAGNA,BASILICATA,Arte e Design,57
592,2010/2011,EMILIA ROMAGNA,BASILICATA,Economico,288
593,2010/2011,EMILIA ROMAGNA,BASILICATA,Educazione e Formazione,53
594,2010/2011,EMILIA ROMAGNA,BASILICATA,Giuridico,189
595,2010/2011,EMILIA ROMAGNA,BASILICATA,Informatica e Tecnologie ICT,30
596,2010/2011,EMILIA ROMAGNA,BASILICATA,Ingegneria industriale e dell'informazione,159
597,2010/2011,EMILIA ROMAGNA,BASILICATA,Letterario-Umanistico,86
598,2010/2011,EMILIA ROMAGNA,BASILICATA,Linguistico,69
599,2010/2011,EMILIA ROMAGNA,BASILICATA,Medico-Sanitario e Farmaceutico,314
600,2010/2011,EMILIA ROMAGNA,BASILICATA,Politico-Sociale e Comunicazione,139
601,2010/2011,EMILIA ROMAGNA,BASILICATA,Psicologico,42
602,2010/2011,EMILIA ROMAGNA,BASILICATA,Scientifico,206
603,2010/2011,EMILIA ROMAGNA,BASILICATA,Scienze motorie e sportive,17
604,2010/2011,EMILIA ROMAGNA,CALABRIA,Agrario-Forestale e Veterinario,67
605,2010/2011,EMILIA ROMAGNA,CALABRIA,Architettura e Ingegneria civile,116
606,2010/2011,EMILIA ROMAGNA,CALABRIA,Arte e Design,101
607,2010/2011,EMILIA ROMAGNA,CALABRIA,Economico,452
608,2010/2011,EMILIA ROMAGNA,CALABRIA,Educazione e Formazione,152
609,2010/2011,EMILIA ROMAGNA,CALABRIA,Giuridico,618
610,2010/2011,EMILIA ROMAGNA,CALABRIA,Informatica e Tecnologie ICT,42
611,2010/2011,EMILIA ROMAGNA,CALABRIA,Ingegneria industriale e dell'informazione,274
612,2010/2011,EMILIA ROMAGNA,CALABRIA,Letterario-Umanistico,147
613,2010/2011,EMILIA ROMAGNA,CALABRIA,Linguistico,124
614,2010/2011,EMILIA ROMAGNA,CALABRIA,Medico-Sanitario e Farmaceutico,429
615,2010/2011,EMILIA ROMAGNA,CALABRIA,Politico-Sociale e Comunicazione,266
616,2010/2011,EMILIA ROMAGNA,CALABRIA,Psicologico,71
617,2010/2011,EMILIA ROMAGNA,CALABRIA,Scientifico,271
