_id,AnnoA,ClasseNUMERO,ClasseNOME,SESSO,Isc
4196,2013/2014,8,Ingegneria civile e ambientale,F,1185
4197,2013/2014,8,Ingegneria civile e ambientale,M,3418
4198,2013/2014,08/S,Specialistiche in biotecnologie industriali,F,10
4199,2013/2014,08/S,Specialistiche in biotecnologie industriali,M,10
4200,2013/2014,9,Ingegneria dell'informazione,F,977
4201,2013/2014,9,Ingegneria dell'informazione,M,5436
4202,2013/2014,09/S,"Specialistiche in biotecnologie mediche, veterinarie e farmaceutiche",F,37
4203,2013/2014,09/S,"Specialistiche in biotecnologie mediche, veterinarie e farmaceutiche",M,16
4204,2013/2014,10,Ingegneria industriale,F,1368
4205,2013/2014,10,Ingegneria industriale,M,6547
4206,2013/2014,10/S,Specialistiche in conservazione dei beni architettonici e ambientali,F,3
4207,2013/2014,10/S,Specialistiche in conservazione dei beni architettonici e ambientali,M,1
4208,2013/2014,100/S,Specialistiche in tecniche e metodi per la societa dell'informazione,F,5
4209,2013/2014,100/S,Specialistiche in tecniche e metodi per la societa dell'informazione,M,8
4210,2013/2014,101/S,Specialistiche in teoria della comunicazione,F,49
4211,2013/2014,101/S,Specialistiche in teoria della comunicazione,M,22
4212,2013/2014,102/S,Specialistiche in teoria e tecniche della normazione e dell'informazione giuridica,F,2
4213,2013/2014,102/S,Specialistiche in teoria e tecniche della normazione e dell'informazione giuridica,M,2
4214,2013/2014,103/S,Specialistiche in teorie e metodi del disegno industriale,F,45
4215,2013/2014,103/S,Specialistiche in teorie e metodi del disegno industriale,M,48
4216,2013/2014,104/S,Specialistiche in traduzione letteraria e in traduzione tecnico-scientifica,F,74
4217,2013/2014,104/S,Specialistiche in traduzione letteraria e in traduzione tecnico-scientifica,M,4
4218,2013/2014,11,Lingue e culture moderne,F,4188
4219,2013/2014,11,Lingue e culture moderne,M,866
4220,2013/2014,12,Scienze biologiche,F,3371
4221,2013/2014,12,Scienze biologiche,M,1067
4222,2013/2014,12/S,Specialistiche in conservazione e restauro del patrimonio storico-artistico,F,12
4223,2013/2014,12/S,Specialistiche in conservazione e restauro del patrimonio storico-artistico,M,2
4224,2013/2014,13,Scienze dei beni culturali,F,2849
4225,2013/2014,13,Scienze dei beni culturali,M,772
4226,2013/2014,13/S,"Specialistiche in editoria, comunicazione multimediale e giornalismo",F,82
4227,2013/2014,13/S,"Specialistiche in editoria, comunicazione multimediale e giornalismo",M,42
4228,2013/2014,14,Scienze della comunicazione,F,2606
4229,2013/2014,14,Scienze della comunicazione,M,1381
4230,2013/2014,14/S,Specialistiche in farmacia e farmacia industriale,F,10632
4231,2013/2014,14/S,Specialistiche in farmacia e farmacia industriale,M,4354
4232,2013/2014,15,Scienze politiche e delle relazioni internazionali,F,1679
4233,2013/2014,15,Scienze politiche e delle relazioni internazionali,M,2049
4234,2013/2014,15/S,Specialistiche in filologia e letterature dell'antichita,F,44
4235,2013/2014,15/S,Specialistiche in filologia e letterature dell'antichita,M,10
4236,2013/2014,16,Scienze della Terra,F,180
4237,2013/2014,16,Scienze della Terra,M,386
4238,2013/2014,16/S,Specialistiche in filologia moderna,F,192
4239,2013/2014,16/S,Specialistiche in filologia moderna,M,37
4240,2013/2014,17,Scienze dell'economia e della gestione aziendale,F,6979
4241,2013/2014,17,Scienze dell'economia e della gestione aziendale,M,6768
4242,2013/2014,17/S,Specialistiche in filosofia e storia della scienza,F,2
4243,2013/2014,17/S,Specialistiche in filosofia e storia della scienza,M,2
4244,2013/2014,18,Scienze dell'educazione e della formazione,F,5153
4245,2013/2014,18,Scienze dell'educazione e della formazione,M,581
4246,2013/2014,18/S,"Specialistiche in filosofia teoretica, morale, politica ed estetica",F,61
4247,2013/2014,18/S,"Specialistiche in filosofia teoretica, morale, politica ed estetica",M,39
4248,2013/2014,18-bis,Scienze della Formazione Primaria - Quadriennale,F,10172
4249,2013/2014,18-bis,Scienze della Formazione Primaria - Quadriennale,M,475
4250,2013/2014,19,Scienze dell'amministrazione,F,821
4251,2013/2014,19,Scienze dell'amministrazione,M,704
4252,2013/2014,19/S,Specialistiche in finanza,F,15
4253,2013/2014,19/S,Specialistiche in finanza,M,23
4254,2013/2014,20,"Scienze e tecnologie agrarie, agroalimentari e forestali",F,881
4255,2013/2014,20,"Scienze e tecnologie agrarie, agroalimentari e forestali",M,1634
4256,2013/2014,20/S,Specialistiche in fisica,F,25
4257,2013/2014,20/S,Specialistiche in fisica,M,70
4258,2013/2014,21,Scienze e tecnologie chimiche,F,559
4259,2013/2014,21,Scienze e tecnologie chimiche,M,581
4260,2013/2014,21/S,Specialistiche in geografia,F,7
4261,2013/2014,21/S,Specialistiche in geografia,M,13
4262,2013/2014,22,Scienze e tecnologie della navigazione marittima e aerea,F,7
4263,2013/2014,22,Scienze e tecnologie della navigazione marittima e aerea,M,33
4264,2013/2014,22/S,Specialistiche in giurisprudenza,F,596
4265,2013/2014,22/S,Specialistiche in giurisprudenza,M,350
4266,2013/2014,23,"Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda",F,854
4267,2013/2014,23,"Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda",M,433
4268,2013/2014,23/S,Specialistiche in informatica,F,53
4269,2013/2014,23/S,Specialistiche in informatica,M,199
4270,2013/2014,24,Scienze e tecnologie farmaceutiche,F,1449
4271,2013/2014,24,Scienze e tecnologie farmaceutiche,M,564
4272,2013/2014,24/S,Specialistiche in informatica per le discipline umanistiche,F,7
4273,2013/2014,24/S,Specialistiche in informatica per le discipline umanistiche,M,6
4274,2013/2014,25,Scienze e tecnologie fisiche,F,282
4275,2013/2014,25,Scienze e tecnologie fisiche,M,567
4276,2013/2014,25/S,Specialistiche in ingegneria aerospaziale e astronautica,F,21
4277,2013/2014,25/S,Specialistiche in ingegneria aerospaziale e astronautica,M,145
4278,2013/2014,26,Scienze e tecnologie informatiche,F,457
4279,2013/2014,26,Scienze e tecnologie informatiche,M,2835
4280,2013/2014,26/S,Specialistiche in ingegneria biomedica,F,35
4281,2013/2014,26/S,Specialistiche in ingegneria biomedica,M,39
4282,2013/2014,27,Scienze e tecnologie per l'ambiente e la natura,F,566
4283,2013/2014,27,Scienze e tecnologie per l'ambiente e la natura,M,500
4284,2013/2014,27/S,Specialistiche in ingegneria chimica,F,25
4285,2013/2014,27/S,Specialistiche in ingegneria chimica,M,29
4286,2013/2014,28,Scienze economiche,F,2405
4287,2013/2014,28,Scienze economiche,M,2293
4288,2013/2014,28/S,Specialistiche in ingegneria civile,F,107
4289,2013/2014,28/S,Specialistiche in ingegneria civile,M,328
4290,2013/2014,29,Filosofia,F,721
4291,2013/2014,29,Filosofia,M,616
4292,2013/2014,29/S,Specialistiche in ingegneria dell'automazione,F,9
4293,2013/2014,29/S,Specialistiche in ingegneria dell'automazione,M,80
4294,2013/2014,30,Scienze geografiche,F,78
4295,2013/2014,30,Scienze geografiche,M,66
4296,2013/2014,30/S,Specialistiche in ingegneria delle telecomunicazioni,F,23
4297,2013/2014,30/S,Specialistiche in ingegneria delle telecomunicazioni,M,136
4298,2013/2014,31,Scienze giuridiche,F,2333
4299,2013/2014,31,Scienze giuridiche,M,1533
4300,2013/2014,31/S,Specialistiche in ingegneria elettrica,F,6
4301,2013/2014,31/S,Specialistiche in ingegneria elettrica,M,69
4302,2013/2014,31-bis,Scienze giuridiche - Quinquennale,F,291
4303,2013/2014,31-bis,Scienze giuridiche - Quinquennale,M,135
4304,2013/2014,32,Scienze matematiche,F,610
4305,2013/2014,32,Scienze matematiche,M,385
4306,2013/2014,32/S,Specialistiche in ingegneria elettronica,F,42
4307,2013/2014,32/S,Specialistiche in ingegneria elettronica,M,230
4308,2013/2014,33,Scienze delle attivita motorie e sportive,F,1046
4309,2013/2014,33,Scienze delle attivita motorie e sportive,M,2114
4310,2013/2014,33/S,Specialistiche in ingegneria energetica e nucleare,F,16
4311,2013/2014,33/S,Specialistiche in ingegneria energetica e nucleare,M,58
4312,2013/2014,34,Scienze e tecniche psicologiche,F,3369
4313,2013/2014,34,Scienze e tecniche psicologiche,M,923
4314,2013/2014,34/S,Specialistiche in ingegneria gestionale,F,88
4315,2013/2014,34/S,Specialistiche in ingegneria gestionale,M,198
4316,2013/2014,35,"Scienze sociali per la cooperazione, lo sviluppo e la pace",F,235
4317,2013/2014,35,"Scienze sociali per la cooperazione, lo sviluppo e la pace",M,178
4318,2013/2014,35/S,Specialistiche in ingegneria informatica,F,50
4319,2013/2014,35/S,Specialistiche in ingegneria informatica,M,362
4320,2013/2014,36,Scienze sociologiche,F,882
4321,2013/2014,36,Scienze sociologiche,M,338
4322,2013/2014,36/S,Specialistiche in ingegneria meccanica,F,40
4323,2013/2014,36/S,Specialistiche in ingegneria meccanica,M,372
4324,2013/2014,37,Scienze statistiche,F,120
4325,2013/2014,37,Scienze statistiche,M,165
4326,2013/2014,37/S,Specialistiche in ingegneria navale,F,4
4327,2013/2014,37/S,Specialistiche in ingegneria navale,M,18
4328,2013/2014,38,Scienze storiche,F,460
4329,2013/2014,38,Scienze storiche,M,621
4330,2013/2014,38/S,Specialistiche in ingegneria per l'ambiente e il territorio,F,91
4331,2013/2014,38/S,Specialistiche in ingegneria per l'ambiente e il territorio,M,107
4332,2013/2014,39,Scienze del turismo,F,889
4333,2013/2014,39,Scienze del turismo,M,317
4334,2013/2014,39/S,Specialistiche in interpretariato di conferenza,F,7
4335,2013/2014,40,Scienze e tecnologie zootecniche e delle produzioni animali,F,417
4336,2013/2014,40,Scienze e tecnologie zootecniche e delle produzioni animali,M,215
4337,2013/2014,40/S,Specialistiche in lingua e cultura italiana,F,28
4338,2013/2014,40/S,Specialistiche in lingua e cultura italiana,M,9
4339,2013/2014,41,Tecnologie per la conservazione e il restauro dei beni culturali,F,146
4340,2013/2014,41,Tecnologie per la conservazione e il restauro dei beni culturali,M,46
4341,2013/2014,41/S,Specialistiche in lingue e letterature afroasiatiche,F,20
4342,2013/2014,41/S,Specialistiche in lingue e letterature afroasiatiche,M,7
4343,2013/2014,42,Disegno industriale,F,261
4344,2013/2014,42,Disegno industriale,M,310
4345,2013/2014,42/S,Specialistiche in lingue e letterature moderne euroamericane,F,183
4346,2013/2014,42/S,Specialistiche in lingue e letterature moderne euroamericane,M,26
4347,2013/2014,43/S,Specialistiche in lingue straniere per la comunicazione internazionale,F,150
4348,2013/2014,43/S,Specialistiche in lingue straniere per la comunicazione internazionale,M,11
4349,2013/2014,44/S,Specialistiche in linguistica,F,71
4350,2013/2014,44/S,Specialistiche in linguistica,M,11
4351,2013/2014,45/S,Specialistiche in matematica,F,54
4352,2013/2014,45/S,Specialistiche in matematica,M,42
4353,2013/2014,46/S,Specialistiche in medicina e chirurgia,F,8332
4354,2013/2014,46/S,Specialistiche in medicina e chirurgia,M,6174
4355,2013/2014,47/S,Specialistiche in medicina veterinaria,F,1886
4356,2013/2014,47/S,Specialistiche in medicina veterinaria,M,907
4357,2013/2014,48/S,Specialistiche in metodi per l'analisi valutativa dei sistemi complessi,F,1
4358,2013/2014,48/S,Specialistiche in metodi per l'analisi valutativa dei sistemi complessi,M,1
4359,2013/2014,49/S,Specialistiche in metodi per la ricerca empirica nelle scienze sociali,F,1
4360,2013/2014,49/S,Specialistiche in metodi per la ricerca empirica nelle scienze sociali,M,1
4361,2013/2014,50/S,Specialistiche in modellistica matematico-fisica per l'ingegneria,F,3
4362,2013/2014,50/S,Specialistiche in modellistica matematico-fisica per l'ingegneria,M,7
4363,2013/2014,51/S,Specialistiche in musicologia e beni musicali,F,10
4364,2013/2014,51/S,Specialistiche in musicologia e beni musicali,M,15
4365,2013/2014,52/S,Specialistiche in odontoiatria e protesi dentaria,F,226
4366,2013/2014,52/S,Specialistiche in odontoiatria e protesi dentaria,M,420
4367,2013/2014,53/S,Specialistiche in organizzazione e gestione dei servizi per lo sport e le attivita motorie,F,11
4368,2013/2014,53/S,Specialistiche in organizzazione e gestione dei servizi per lo sport e le attivita motorie,M,6
4369,2013/2014,54/S,Specialistiche in pianificazione territoriale urbanistica e ambientale,F,11
4370,2013/2014,54/S,Specialistiche in pianificazione territoriale urbanistica e ambientale,M,15
4371,2013/2014,55/S,Specialistiche in progettazione e gestione dei sistemi turistici,F,33
4372,2013/2014,55/S,Specialistiche in progettazione e gestione dei sistemi turistici,M,12
4373,2013/2014,56/S,Specialistiche in programmazione e gestione dei servizi educativi e formativi,F,91
4374,2013/2014,56/S,Specialistiche in programmazione e gestione dei servizi educativi e formativi,M,12
4375,2013/2014,57/S,Specialistiche in programmazione e gestione delle politiche e dei servizi sociali,F,307
4376,2013/2014,57/S,Specialistiche in programmazione e gestione delle politiche e dei servizi sociali,M,33
4377,2013/2014,58/S,Specialistiche in psicologia,F,527
4378,2013/2014,58/S,Specialistiche in psicologia,M,107
4379,2013/2014,59/S,Specialistiche in pubblicita e comunicazione d'impresa,F,29
4380,2013/2014,59/S,Specialistiche in pubblicita e comunicazione d'impresa,M,13
4381,2013/2014,60/S,Specialistiche in relazioni internazionali,F,117
4382,2013/2014,60/S,Specialistiche in relazioni internazionali,M,102
4383,2013/2014,61/S,Specialistiche in scienza e ingegneria dei materiali,F,5
4384,2013/2014,61/S,Specialistiche in scienza e ingegneria dei materiali,M,22
4385,2013/2014,62/S,Specialistiche in scienze chimiche,F,18
4386,2013/2014,62/S,Specialistiche in scienze chimiche,M,32
4387,2013/2014,63/S,Specialistiche in scienze cognitive,F,1
4388,2013/2014,64/S,Specialistiche in scienze dell'economia,F,133
4389,2013/2014,64/S,Specialistiche in scienze dell'economia,M,140
4390,2013/2014,65/S,Specialistiche in scienze dell'educazione degli adulti e della formazione continua,F,41
4391,2013/2014,65/S,Specialistiche in scienze dell'educazione degli adulti e della formazione continua,M,4
4392,2013/2014,66/S,Specialistiche in scienze dell'universo,F,3
4393,2013/2014,66/S,Specialistiche in scienze dell'universo,M,7
4394,2013/2014,67/S,Specialistiche in scienze della comunicazione sociale e istituzionale,F,48
4395,2013/2014,67/S,Specialistiche in scienze della comunicazione sociale e istituzionale,M,20
4396,2013/2014,68/S,Specialistiche in scienze della natura,F,21
4397,2013/2014,68/S,Specialistiche in scienze della natura,M,6
4398,2013/2014,69/S,Specialistiche in scienze della nutrizione umana,F,18
4399,2013/2014,69/S,Specialistiche in scienze della nutrizione umana,M,9
4400,2013/2014,70/S,Specialistiche in scienze della politica,F,71
4401,2013/2014,70/S,Specialistiche in scienze della politica,M,56
4402,2013/2014,71/S,Specialistiche in scienze delle pubbliche amministrazioni,F,64
4403,2013/2014,71/S,Specialistiche in scienze delle pubbliche amministrazioni,M,62
4404,2013/2014,72/S,Specialistiche in scienze delle religioni,F,11
4405,2013/2014,72/S,Specialistiche in scienze delle religioni,M,9
4406,2013/2014,73/S,Specialistiche in scienze dello spettacolo e della produzione multimediale,F,60
4407,2013/2014,73/S,Specialistiche in scienze dello spettacolo e della produzione multimediale,M,31
4408,2013/2014,74/S,Specialistiche in scienze e gestione delle risorse rurali e forestali,F,1
4409,2013/2014,74/S,Specialistiche in scienze e gestione delle risorse rurali e forestali,M,9
4410,2013/2014,75/S,Specialistiche in scienze e tecnica dello sport,F,14
4411,2013/2014,75/S,Specialistiche in scienze e tecnica dello sport,M,29
4412,2013/2014,76/S,Specialistiche in scienze e tecniche delle attivita motorie preventive e adattative,F,39
4413,2013/2014,76/S,Specialistiche in scienze e tecniche delle attivita motorie preventive e adattative,M,36
4414,2013/2014,77/S,Specialistiche in scienze e tecnologie agrarie,F,10
4415,2013/2014,77/S,Specialistiche in scienze e tecnologie agrarie,M,28
4416,2013/2014,78/S,Specialistiche in scienze e tecnologie agroalimentari,F,16
4417,2013/2014,78/S,Specialistiche in scienze e tecnologie agroalimentari,M,11
4418,2013/2014,79/S,Specialistiche in scienze e tecnologie agrozootecniche,F,10
4419,2013/2014,79/S,Specialistiche in scienze e tecnologie agrozootecniche,M,11
4420,2013/2014,81/S,Specialistiche in scienze e tecnologie della chimica industriale,F,2
4421,2013/2014,81/S,Specialistiche in scienze e tecnologie della chimica industriale,M,8
4422,2013/2014,82/S,Specialistiche in scienze e tecnologie per l'ambiente e il territorio,F,12
4423,2013/2014,82/S,Specialistiche in scienze e tecnologie per l'ambiente e il territorio,M,13
4424,2013/2014,83/S,Specialistiche in scienze economiche per l'ambiente e la cultura,F,19
4425,2013/2014,83/S,Specialistiche in scienze economiche per l'ambiente e la cultura,M,9
4426,2013/2014,84/S,Specialistiche in scienze economico-aziendali,F,489
4427,2013/2014,84/S,Specialistiche in scienze economico-aziendali,M,414
4428,2013/2014,85/S,Specialistiche in scienze geofisiche,F,2
4429,2013/2014,85/S,Specialistiche in scienze geofisiche,M,4
4430,2013/2014,86/S,Specialistiche in scienze geologiche,F,29
4431,2013/2014,86/S,Specialistiche in scienze geologiche,M,29
4432,2013/2014,87/S,Specialistiche in scienze pedagogiche,F,187
4433,2013/2014,87/S,Specialistiche in scienze pedagogiche,M,17
4434,2013/2014,88/S,Specialistiche in scienze per la cooperazione allo sviluppo,F,27
4435,2013/2014,88/S,Specialistiche in scienze per la cooperazione allo sviluppo,M,13
4436,2013/2014,89/S,Specialistiche in sociologia,F,86
4437,2013/2014,89/S,Specialistiche in sociologia,M,41
4438,2013/2014,90/S,Specialistiche in statistica demografica e sociale,F,8
4439,2013/2014,90/S,Specialistiche in statistica demografica e sociale,M,3
4440,2013/2014,91/S,"Specialistiche in statistica economica, finanziaria ed attuariale",F,23
4441,2013/2014,91/S,"Specialistiche in statistica economica, finanziaria ed attuariale",M,17
4442,2013/2014,92/S,Specialistiche in statistica per la ricerca sperimentale,F,1
4443,2013/2014,92/S,Specialistiche in statistica per la ricerca sperimentale,M,11
4444,2013/2014,93/S,Specialistiche in storia antica,F,3
4445,2013/2014,93/S,Specialistiche in storia antica,M,2
4446,2013/2014,94/S,Specialistiche in storia contemporanea,F,18
4447,2013/2014,94/S,Specialistiche in storia contemporanea,M,41
4448,2013/2014,95/S,Specialistiche in storia dell'arte,F,196
4449,2013/2014,95/S,Specialistiche in storia dell'arte,M,36
4450,2013/2014,96/S,Specialistiche in storia della filosofia,F,34
4451,2013/2014,96/S,Specialistiche in storia della filosofia,M,25
4452,2013/2014,97/S,Specialistiche in storia medievale,F,15
4453,2013/2014,97/S,Specialistiche in storia medievale,M,23
4454,2013/2014,98/S,Specialistiche in storia moderna,F,13
4455,2013/2014,98/S,Specialistiche in storia moderna,M,23
